F28 P. AMÉRICAS,CAD A - 2 ó 5
F28 P. AMÉRICAS,CDS - Carrera 32 B - 4
F28 P. AMÉRICAS,Zona Industrial B - 4
F28 P. AMÉRICAS,Banderas T5
F28 P. AMÉRICAS,Tintal B - 4 ó 6
F28 P. AMÉRICAS,Portal Américas T2 A
C61 P.SUBA,Cabecera Autopista Norte T4
C61 P.SUBA,Cardio Infantíl B - 1
C61 P.SUBA,Calle 142 B - 2
C61 P.SUBA,Calle 100 B - 1
C61 P.SUBA,Virrey C - 1
C61 P.SUBA,Calle 85 B - 2
C61 P.SUBA,Heroes C - 1
C61 P.SUBA,RIO NEGRO A - 3
C61 P.SUBA,Shaio B - 4
C61 P.SUBA,21 ANGELES B - 4
C61 P.SUBA,SUBA - TV- 91 B - 4 ó 6
C61 P.SUBA,La Campiña A - 3
C61 P.SUBA,Portal Suba T8
B50 P.NORTE,Portal Suba T8
B50 P.NORTE,La Campiña A - 2
B50 P.NORTE,SUBA - TV- 91 B - 1 ó 5
B50 P.NORTE,21 ANGELES B - 1
B50 P.NORTE,Shaio A - 2 ó 5
B50 P.NORTE,RIO NEGRO B - 1
B50 P.NORTE,Heroes C - 4
B50 P.NORTE,Calle 85 B - 4 ó 6
B50 P.NORTE,Virrey C - 4 ó 6
B50 P.NORTE,Calle 100 B - 4
B50 P.NORTE,Calle 142 B - 4
B50 P.NORTE,Cardio Infantíl B - 4
B50 P.NORTE,Cabecera Autopista Norte T4
B52 P.NORTE,Portal Américas T3
B52 P.NORTE,Tintal A - 1
B52 P.NORTE,Banderas T8
B52 P.NORTE,Marsella A - 1
B52 P.NORTE,Avenida 39 A - 4 ó 6
B52 P.NORTE,Calle 76 C - 3
B52 P.NORTE,Heroes B - 4
B52 P.NORTE,Virrey A - 4 ó 6
B52 P.NORTE,Alcalá A - 4 ó 6
B52 P.NORTE,Cabecera Autopista Norte T3
B55 HEROES,Cabecera Calle 80 T4
B55 HEROES,Carrera 77 B - 1
B55 HEROES,Heroes C - 4
B56 HEROES,Portal Suba T8
B56 HEROES,SUBA - TV- 91 A - 2
B56 HEROES,Escuela Militar A - 1
B56 HEROES,Heroes B - 4
J72 Las Aguas,Cabecera Autopista Norte T1
J72 Las Aguas,Toberín E - 1
J72 Las Aguas,Calle 142 B - 1
J72 Las Aguas,Prado B - 1
J72 Las Aguas,Calle 100 C - 2
J72 Las Aguas,Virrey B - 2 ó 5
J72 Las Aguas,Heroes A - 1 ó 5
J72 Las Aguas,Calle 76 C - 2
J72 Las Aguas,Calle 72 A - 2 ó 5
J72 Las Aguas,Calle 57 C - 2
J72 Las Aguas,Avenida 39 C- 2
J72 Las Aguas,Calle 19 C - 2
J72 Las Aguas,Museo del Oro A - 1
J72 Las Aguas,Las Aguas A - 1
B74 P. Norte,Las Aguas A - 1
B74 P. Norte,Museo del Oro A - 3
B74 P. Norte,Calle 19 A - 4 ó 6
B74 P. Norte,Avenida 39 A - 4 ó 6
B74 P. Norte,Calle 57 A - 4 ó 6
B74 P. Norte,Calle 72 C - 3
B74 P. Norte,Calle 76 C - 3
B74 P. Norte,Heroes B - 4
B74 P. Norte,Virrey B - 4
B74 P. Norte,Calle 100 C - 3
B74 P. Norte,Prado C - 4 ó 6
B74 P. Norte,Calle 142 B - 4
B74 P. Norte,Toberín A - 4 ó 6
B74 P. Norte,Cabecera Autopista Norte T1
J72 UNIVERSIDADES VALLE,Cabecera Autopista Norte T1
J72 UNIVERSIDADES VALLE,Toberín E - 1
J72 UNIVERSIDADES VALLE,Calle 142 B - 1
J72 UNIVERSIDADES VALLE,Prado B - 1
J72 UNIVERSIDADES VALLE,Calle 100 C - 2
J72 UNIVERSIDADES VALLE,Virrey B - 2 ó 5
J72 UNIVERSIDADES VALLE,Heroes A - 1 ó 5
J72 UNIVERSIDADES VALLE,Calle 76 C - 2
J72 UNIVERSIDADES VALLE,Calle 72 A - 2 ó 5
J72 UNIVERSIDADES VALLE,Calle 57 C - 2
J72 UNIVERSIDADES VALLE,Avenida 39 C- 2
J72 UNIVERSIDADES VALLE,Universidades B - 2 ó 5
B74 P. Norte Valle,Universidades B - 2 ó 5
B74 P. Norte Valle,Universidades B - 4 ó 6
B74 P. Norte Valle,Avenida 39 A - 4 ó 6
B74 P. Norte Valle,Calle 57 A - 4 ó 6
B74 P. Norte Valle,Calle 72 C - 3
B74 P. Norte Valle,Calle 76 C - 3
B74 P. Norte Valle,Heroes B - 4
B74 P. Norte Valle,Virrey B - 4
B74 P. Norte Valle,Calle 100 C - 3
B74 P. Norte Valle,Prado C - 4 ó 6
B74 P. Norte Valle,Calle 142 B - 4
B74 P. Norte Valle,Toberín A - 4 ó 6
B74 P. Norte Valle,Cabecera Autopista Norte T1
B90 TERMINAL,Portal Sur T5
B90 TERMINAL,Venecia A - 3 ó 6
B90 TERMINAL,ALQUERIA A - 3
B90 TERMINAL,General Santander A - 4 ó 6
B90 TERMINAL,Sena A - 3 ó 6
B90 TERMINAL,Santa Isabel A - 3
B90 TERMINAL,NQS - RICAURTE B - 4 ó 6
B90 TERMINAL,CAD A - 4 ó 6
B90 TERMINAL,Av. El Dorado A - 4 ó 6
B90 TERMINAL,EL CAMPIN A - 4
B90 TERMINAL,NQS - Calle 75 A - 4 ó 6
B90 TERMINAL,Castellana A - 3
B90 TERMINAL,Calle 100 A - 4 ó 6
B90 TERMINAL,Prado A - 3
B90 TERMINAL,Alcalá A - 4 ó 6
B90 TERMINAL,Calle 146 C - 4
B90 TERMINAL,Cabecera Autopista Norte T2
B90 TERMINAL,Centro Comercial Santa Fe A - 4 ó 6
B90 TERMINAL,Terminal A - 4 ó 6
G90 P. SUR,Terminal A - 4 ó 6
G90 P. SUR,Terminal A - 2 ó 5
G90 P. SUR,Centro Comercial Santa Fe A - 2 ó 5
G90 P. SUR,Cabecera Autopista Norte T4
G90 P. SUR,Calle 146 B - 2
G90 P. SUR,Alcalá A - 2 ó 5
G90 P. SUR,Prado C - 1
G90 P. SUR,Calle 100 A - 2 ó 5
G90 P. SUR,Castellana B - 1
G90 P. SUR,NQS - Calle 75 A - 1
G90 P. SUR,EL CAMPIN A - 2
G90 P. SUR,Av. El Dorado A - 2 ó 5
G90 P. SUR,CAD A - 2 ó 5
G90 P. SUR,NQS - RICAURTE B - 2 ó 5
G90 P. SUR,Santa Isabel A - 1
G90 P. SUR,Sena A - 1 ó 5
G90 P. SUR,General Santander A - 2 ó 5
G90 P. SUR,ALQUERIA A - 1
G90 P. SUR,Venecia B - 1
G90 P. SUR,Portal Sur T5
B92 P.NORTE,Cabecera Usme T3
B92 P.NORTE,Molinos A - 4 ó 6
B92 P.NORTE,Consuelo B - 4
B92 P.NORTE,Socorro B - 4
B92 P.NORTE,Santa Lucía A - 4 ó 6
B92 P.NORTE,Calle 40 Sur A - 4 ó 6
B92 P.NORTE,Restrepo A - 3 ó 6
B92 P.NORTE,Avenida Jimenez A - 4 ó 6
B92 P.NORTE,Calle 19 A - 4 ó 6
B92 P.NORTE,Calle 45 A - 4 ó 6
B92 P.NORTE,Marly A - 4 ó 6
B92 P.NORTE,Calle 63 A - 4 ó 6
B92 P.NORTE,Calle 72 A - 4 ó 6
B92 P.NORTE,Calle 76 C - 3
B92 P.NORTE,Heroes C - 4
B92 P.NORTE,Calle 85 B - 4 ó 6
B92 P.NORTE,Calle 100 C - 4
B92 P.NORTE,Calle 127 B - 4 ó 6
B92 P.NORTE,Alcalá B - 4 ó 6
B92 P.NORTE,Calle 142 B - 4
B92 P.NORTE,Toberín B - 4 ó 6
B92 P.NORTE,Cabecera Autopista Norte T5
H92 P.USME,Cabecera Autopista Norte T5
H92 P.USME,Toberín E - 1
H92 P.USME,Calle 142 B - 2
H92 P.USME,Alcalá B - 2 ó 5
H92 P.USME,Calle 127 B - 2 ó 5
H92 P.USME,Calle 100 B - 2
H92 P.USME,Calle 85 C - 2 ó 5
H92 P.USME,Heroes B - 2
H92 P.USME,Calle 76 A - 2 ó 5
H92 P.USME,Calle 72 A - 2 ó 5
H92 P.USME,Calle 63 B - 2 ó 5
H92 P.USME,Marly B - 2 ó 5
H92 P.USME,Calle 45 A - 2 ó 5
H92 P.USME,Calle 19 A - 2 ó 5
H92 P.USME,Avenida Jimenez B - 2 ó 5
H92 P.USME,Restrepo A - 2 ó 5
H92 P.USME,Calle 40 Sur B - 2 ó 5
H92 P.USME,Santa Lucía B - 2 ó 5
H92 P.USME,Socorro B - 1
H92 P.USME,Consuelo B - 1
H92 P.USME,Molinos A - 2 ó 5
H92 P.USME,Cabecera Usme T3
B94 Cabecera Autopista Norte,Cabecera Calle 80 T5
